year,label_grouping,santa_clara_county_californiaestimate,santa_clara_county_californiapercent,montgomery_county_marylandestimate,montgomery_county_marylandpercent,wake_county_north_carolinaestimate,wake_county_north_carolinapercent,davidson_county_tennesseeestimate,davidson_county_tennesseepercent,dallas_county_texasestimate,dallas_county_texaspercent,fairfax_county_virginiaestimate,fairfax_county_virginiapercent,loudoun_county_virginiaestimate,loudoun_county_virginiapercent,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22
2015,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2015,"Less than $20,000",2.60%,2.30%,2.70%,5.60%,5.20%,1.70%,1.10%,,,,,,,,,,,,,,
2015,Less than 20 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2015,20 to 29 percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2015,30 percent or more,2.60%,2.30%,2.70%,5.60%,5.20%,1.70%,1.10%,,,,,,,,,,,,,,
2015,"$20,000 to $34,999",3.00%,3.80%,5.90%,9.60%,9.80%,2.60%,2.10%,,,,,,,,,,,,,,
2015,Less than 20 percent,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,
2015,20 to 29 percent,0.10%,0.20%,0.40%,1.20%,0.90%,0.10%,0.10%,,,,,,,,,,,,,,
2015,30 percent or more,2.90%,3.60%,5.40%,8.40%,8.90%,2.40%,2.10%,,,,,,,,,,,,,,
2015,"$35,000 to $49,999",4.40%,5.10%,8.80%,13.30%,11.00%,3.90%,3.70%,,,,,,,,,,,,,,
2015,Less than 20 percent,0.10%,0.10%,0.50%,1.00%,0.80%,0.00%,0.50%,,,,,,,,,,,,,,
2015,20 to 29 percent,0.40%,0.30%,3.30%,4.40%,2.80%,0.20%,0.10%,,,,,,,,,,,,,,
2015,30 percent or more,3.90%,4.70%,5.00%,8.00%,7.40%,3.60%,3.10%,,,,,,,,,,,,,,
2015,"$50,000 to $74,999",8.90%,10.30%,17.40%,21.30%,19.40%,8.60%,7.70%,,,,,,,,,,,,,,
2015,Less than 20 percent,0.60%,0.80%,3.30%,7.00%,3.90%,0.70%,0.40%,,,,,,,,,,,,,,
2015,20 to 29 percent,1.40%,2.10%,9.20%,10.60%,9.60%,1.90%,1.70%,,,,,,,,,,,,,,
2015,30 percent or more,6.90%,7.30%,4.90%,3.60%,5.90%,6.00%,5.60%,,,,,,,,,,,,,,
2015,"$75,000 or more",80.60%,78.20%,64.90%,49.40%,54.10%,82.80%,84.90%,,,,,,,,,,,,,,
2015,Less than 20 percent,35.00%,43.50%,46.60%,36.50%,36.90%,43.80%,43.90%,,,,,,,,,,,,,,
2015,20 to 29 percent,26.90%,24.10%,15.10%,10.10%,13.10%,26.30%,30.50%,,,,,,,,,,,,,,
2015,30 percent or more,18.70%,10.70%,3.20%,2.80%,4.20%,12.70%,10.50%,,,,,,,,,,,,,,
2015,Zero or negative income,0.50%,0.20%,0.30%,0.70%,0.50%,0.40%,0.40%,,,,,,,,,,,,,,
2015,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2015,Less than $800,1.20%,2.10%,4.70%,6.00%,5.90%,1.50%,2.30%,,,,,,,,,,,,,,
2015,"$800 to $1,499",3.20%,5.20%,21.70%,33.10%,12.00%,2.90%,3.30%,,,,,,,,,,,,,,
2015,"$1,500 or more",94.50%,91.50%,72.90%,58.80%,78.60%,94.30%,93.30%,,,,,,,,,,,,,,
2015,No real estate taxes paid,1.10%,1.20%,0.70%,2.10%,3.50%,1.30%,1.10%,,,,,,,,,,,,,,
2015,Median (dollars),"6,785","4,231","2,217","1,720","3,282","5,268","5,311Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaTotalEstimate","Santa Clara County, CaliforniaMean income (dollars)Estimate","Montgomery County, MarylandTotalEstimate","Montgomery County, MarylandMean income (dollars)Estimate","Wake County, North CarolinaTotalEstimate","Wake County, North CarolinaMean income (dollars)Estimate","Davidson County, TennesseeTotalEstimate",,,,,,,
2015,HOUSEHOLD INCOME,,,,,,,,,,,,,,,,,,,,,
2015,All households,"633,786","137,393","371,458","134,527","382,638","92,777","274,187","74,479","905,250","79,087","392,822","143,542","120,559","149,899",,,,,,,
2015,With earnings,84.50%,"139,850",85.20%,"131,754",85.90%,"91,863",82.90%,"73,231",85.00%,"79,782",87.90%,"135,468",91.40%,"144,879",,,,,,,
2015,"With interest, dividends, or net rental income",31.10%,"28,806",33.00%,"26,392",23.20%,"16,503",19.50%,"25,254",14.60%,"25,884",35.30%,"24,997",31.50%,"21,800",,,,,,,
2015,With Social Security income,23.30%,"19,350",23.30%,"19,757",21.80%,"19,755",22.00%,"18,137",21.10%,"17,652",20.40%,"19,894",15.90%,"18,686",,,,,,,
2015,With Supplemental Security Income (SSI),5.20%,"9,791",3.20%,"8,729",2.90%,"9,069",4.50%,"9,996",4.70%,"8,652",2.30%,"8,660",1.30%,"8,132",,,,,,,
2015,With cash public assistance income,2.00%,"5,081",1.60%,"2,243",1.30%,"3,311",4.60%,"2,940",1.90%,"3,156",1.00%,"2,634",0.70%,"4,263",,,,,,,
2015,With retirement income,13.20%,"30,236",17.20%,"42,746",16.10%,"26,030",13.60%,"24,927",10.90%,"21,773",19.90%,"49,224",14.00%,"42,479",,,,,,,
2015,FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY,,,,,,,,,,,,,,,,,,,,,
2015,All families,"456,166","152,586","257,474","154,913","259,646","107,727","154,555","89,925","590,480","88,619","277,304","159,908","93,533","166,852",,,,,,,
2015,No workers,9.80%,"69,978",8.40%,"84,699",9.70%,"58,741",10.70%,"50,845",9.40%,"42,386",8.10%,"96,951",4.30%,"88,830",,,,,,,
2015,1 worker,31.80%,"126,816",29.00%,"120,773",32.30%,"89,256",34.40%,"70,650",37.80%,"69,178",28.00%,"132,766",26.70%,"140,348",,,,,,,
2015,"2 workers, husband and wife worked",34.00%,"209,035",37.90%,"196,336",39.10%,"134,606",34.80%,"120,779",27.40%,"132,074",40.00%,"194,499",45.80%,"182,409",,,,,,,
2015,"2 workers, other",9.80%,"103,804",9.50%,"115,523",9.70%,"86,854",12.00%,"72,632",12.30%,"68,805",9.30%,"133,144",7.00%,"151,258",,,,,,,
2015,"3 or more workers, husband and wife worked",10.20%,"181,735",11.00%,"196,985",7.50%,"143,744",5.70%,"127,611",8.40%,"116,107",11.20%,"180,978",13.40%,"202,734",,,,,,,
2015,"3 or more workers, other",4.40%,"127,143",4.10%,"135,684",1.70%,"82,695",2.40%,"90,257",4.70%,"86,873",3.40%,"130,805",2.70%,"150,904",,,,,,,
2015,PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN,,,,,,,,,,,,,,,,,,,,,
2015,Total population,"1,918,044","46,631","1,040,116","49,327","1,024,198","35,357","678,889","31,480","2,553,385","28,978","1,142,234","50,793","375,629","49,600",,,,,,,
2015,One race--,,,,,,,,,,,,,,,,,,,,,
2015,White,45.30%,"55,281",54.20%,"62,142",66.60%,"41,368",63.90%,"37,706",62.30%,"32,751",61.40%,"60,018",66.20%,"54,238",,,,,,,
2015,Black or African American,2.50%,"37,705",18.00%,"32,268",20.90%,"21,095",26.90%,"19,920",22.30%,"21,381",9.60%,"38,334",7.40%,"46,275",,,,,,,
2015,American Indian and Alaska Native,0.40%,"27,155",0.30%,"32,546",0.30%,"18,857",0.40%,N,0.40%,"16,411",0.20%,"47,096",0.20%,"20,282",,,,,,,
2015,Asian,34.80%,"48,967",15.10%,"47,000",6.40%,"38,480",3.10%,"31,143",5.90%,"34,188",19.00%,"41,273",17.20%,"46,959",,,,,,,
2015,Native Hawaiian and Other Pacific Islander,0.50%,"22,846",0.00%,N,0.00%,N,0.00%,N,0.10%,"12,805",0.00%,"31,883",0.10%,"73,317",,,,,,,
2015,Some other race,11.80%,"19,210",8.50%,"18,686",3.10%,"13,679",2.80%,"13,728",6.50%,"16,880",5.20%,"23,055",3.00%,"22,241",,,,,,,
2015,Two or more races,4.70%,"23,795",3.80%,"26,743",2.70%,"16,678",2.80%,"18,426",2.50%,"24,278",4.70%,"24,979",5.90%,"24,044",,,,,,,
2015,Hispanic or Latino origin (of any race),26.30%,"21,559",19.00%,"22,595",10.10%,"15,329",10.00%,"13,274",39.50%,"14,999",16.40%,"25,815",13.60%,"28,536",,,,,,,
2015,"White alone, not Hispanic or Latino",32.60%,"67,412",44.70%,"69,640",60.50%,"43,779",56.50%,"40,767",30.50%,"51,699",51.30%,"66,297",57.20%,"57,911",,,,,,,
2015,PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,
2015,Household income in the past 12 months,31.30%,(X),30.10%,(X),24.50%,(X),36.90%,(X),38.10%,(X),27.50%,(X),32.10%,(X),,,,,,,
2015,Family income in the past 12 months,32.00%,(X),30.90%,(X),24.90%,(X),39.30%,(X),40.00%,(X),27.00%,(X),31.70%,(X),,,,,,,
2015,Individual income in the past 12 months,24.50%,(X),24.20%,(X),18.70%,(X),30.40%,(X),29.60%,(X),22.00%,(X),24.60%,"(X)Ã¯»¿""Label (Grouping)""",,,,,,,
2015,Owner-occupied housing units with a mortgage,"253,341","±5,858","180,372","±4,211","185,619","±4,596","105,807","±3,517","285,006","±7,236","204,971","±4,331","81,640","±2,551",,,,,,,
2015,VALUE,,,,,,,,,,,,,,,,,,,,,
2015,"Less than $50,000",0.60%,±0.2,0.70%,±0.3,1.00%,±0.4,1.00%,±0.5,3.50%,±0.6,0.40%,±0.2,1.30%,±0.8,,,,,,,
2015,"$50,000 to $99,999",0.30%,±0.2,0.70%,±0.3,2.90%,±0.7,8.40%,±1.4,18.80%,±1.1,0.30%,±0.3,0.30%,±0.3,,,,,,,
2015,"$100,000 to $299,999",2.60%,±0.5,18.40%,±1.3,58.30%,±1.8,63.40%,±2.7,55.50%,±1.3,11.30%,±1.0,12.20%,±2.0,,,,,,,
2015,"$300,000 to $499,999",9.70%,±0.8,34.20%,±1.5,27.80%,±1.7,18.80%,±1.8,12.50%,±0.9,32.20%,±1.4,39.00%,±2.5,,,,,,,
2015,"$500,000 to $749,999",28.30%,±1.1,26.60%,±1.2,6.90%,±0.7,4.30%,±0.9,4.60%,±0.5,33.50%,±1.4,34.90%,±2.3,,,,,,,
2015,"$750,000 to $999,999",23.20%,±1.1,10.60%,±0.9,1.90%,±0.5,1.60%,±0.5,1.70%,±0.3,14.20%,±0.9,9.10%,±1.2,,,,,,,
2015,"$1,000,000 or more",35.20%,±1.1,8.80%,±0.7,1.30%,±0.3,2.50%,±0.7,3.40%,±0.5,8.20%,±0.7,3.10%,±0.7,,,,,,,
2015,Median (dollars),"840,900","±11,387","474,200","±8,379","252,800","±6,389","187,900","±7,256","155,300","±2,994","544,100","±8,862","484,500","±12,190",,,,,,,
2015,MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,
2015,"With either a second mortgage, or home equity loan, but not both",18.40%,±1.0,19.90%,±1.2,17.10%,±1.4,13.40%,±1.5,6.30%,±0.7,20.20%,±1.1,18.90%,±1.8,,,,,,,
2015,Second mortgage only,3.00%,±0.5,3.70%,±0.8,2.80%,±0.7,3.70%,±0.8,2.40%,±0.4,3.30%,±0.5,3.80%,±0.9,,,,,,,
2015,Home equity loan only,15.40%,±0.8,16.10%,±1.1,14.30%,±1.4,9.60%,±1.4,3.90%,±0.6,16.90%,±1.2,15.10%,±1.5,,,,,,,
2015,Both second mortgage and home equity loan,0.90%,±0.3,0.90%,±0.3,0.40%,±0.2,0.10%,±0.1,0.20%,±0.2,0.60%,±0.2,0.90%,±0.5,,,,,,,
2015,No second mortgage and no home equity loan,80.70%,±1.0,79.30%,±1.2,82.50%,±1.4,86.50%,±1.5,93.50%,±0.7,79.20%,±1.2,80.20%,±2.0,,,,,,,
2015,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2015,"Less than $10,000",1.50%,±0.4,1.30%,±0.4,1.60%,±0.4,2.60%,±0.8,1.60%,±0.4,1.30%,±0.3,0.60%,±0.4,,,,,,,
2015,"$10,000 to $24,999",2.70%,±0.4,2.30%,±0.5,3.00%,±0.6,6.80%,±1.2,7.30%,±0.8,1.50%,±0.3,1.20%,±0.5,,,,,,,
2015,"$25,000 to $34,999",2.00%,±0.3,2.70%,±0.5,4.40%,±0.9,6.60%,±1.2,6.70%,±0.7,1.90%,±0.5,1.80%,±0.8,,,,,,,
2015,"$35,000 to $49,999",4.40%,±0.6,5.10%,±0.8,8.80%,±1.2,13.30%,±1.7,11.00%,±1.0,3.90%,±0.7,3.70%,±1.1,,,,,,,
2015,"$50,000 to $74,999",8.90%,±0.8,10.30%,±1.2,17.40%,±1.5,21.30%,±2.0,19.40%,±1.3,8.60%,±0.9,7.70%,±1.3,,,,,,,
2015,"$75,000 to $99,999",9.70%,±0.8,10.60%,±1.1,15.50%,±1.3,16.20%,±2.0,15.00%,±0.9,10.50%,±1.0,9.90%,±1.7,,,,,,,
2015,"$100,000 to $149,999",19.80%,±1.2,22.00%,±1.3,26.20%,±1.5,17.40%,±2.0,18.60%,±1.1,23.60%,±1.3,25.80%,±2.3,,,,,,,
2015,"$150,000 or more",51.10%,±1.3,45.60%,±1.4,23.20%,±1.4,15.80%,±2.0,20.60%,±1.1,48.70%,±1.3,49.20%,±2.4,,,,,,,
2015,Median household income (dollars),"151,750","±2,304","137,331","±3,681","98,864","±3,071","74,198","±3,092","80,980","±2,071","146,446","±2,868","147,288","±6,562",,,,,,,
2015,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2015,Less than 2.0,4.60%,±0.5,16.00%,±1.2,30.90%,±1.9,30.60%,±2.2,46.90%,±1.6,11.60%,±1.0,14.50%,±1.8,,,,,,,
2015,2.0 to 2.9,8.80%,±0.8,24.70%,±1.4,31.40%,±1.7,26.60%,±2.1,25.10%,±1.4,26.00%,±1.4,32.60%,±2.1,,,,,,,
2015,3.0 to 3.9,14.40%,±1.0,21.60%,±1.3,15.80%,±1.2,16.30%,±1.7,9.90%,±0.9,22.10%,±1.1,22.90%,±1.8,,,,,,,
2015,4.0 or more,71.60%,±1.2,37.50%,±1.4,21.60%,±1.5,25.80%,±2.0,17.70%,±1.1,40.00%,±1.2,29.50%,±2.2,,,,,,,
2015,Not computed,0.50%,±0.2,0.20%,±0.1,0.30%,±0.2,0.70%,±0.5,0.50%,±0.2,0.40%,±0.2,0.40%,±0.3,,,,,,,
2015,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2015,Less than $200,0.00%,±0.1,0.10%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.2,,,,,,,
2015,$200 to $399,0.00%,±0.1,0.00%,±0.1,0.20%,±0.2,0.00%,±0.1,0.20%,±0.1,0.10%,±0.1,0.10%,±0.1,,,,,,,
2015,$400 to $599,0.50%,±0.2,0.40%,±0.2,0.90%,±0.3,2.20%,±0.8,1.50%,±0.3,0.20%,±0.1,0.10%,±0.2,,,,,,,
2015,$600 to $799,0.80%,±0.2,0.90%,±0.3,4.10%,±0.8,8.20%,±1.3,4.60%,±0.5,0.60%,±0.2,1.50%,±0.8,,,,,,,
2015,$800 to $999,1.10%,±0.3,2.00%,±0.4,9.80%,±1.2,14.10%,±1.7,11.00%,±1.0,1.50%,±0.4,1.70%,±0.6,,,,,,,
2015,"$1,000 to $1,499",7.10%,±0.7,11.70%,±1.0,33.40%,±1.6,39.90%,±2.4,36.50%,±1.6,9.10%,±0.9,9.20%,±1.5,,,,,,,
2015,"$1,500 to $1,999",11.20%,±0.8,18.80%,±1.6,24.70%,±1.5,19.10%,±1.9,20.80%,±1.4,16.90%,±1.2,13.50%,±1.8,,,,,,,
2015,"$2,000 to $2,499",15.80%,±1.1,21.60%,±1.4,12.70%,±1.2,8.00%,±1.4,9.40%,±0.7,20.50%,±1.1,21.30%,±2.2,,,,,,,
2015,"$2,500 to $2,999",15.40%,±1.0,14.00%,±1.0,7.70%,±0.9,3.30%,±0.7,6.20%,±0.8,17.90%,±1.0,19.60%,±2.0,,,,,,,
2015,"$3,000 or more",48.10%,±1.2,30.60%,±1.3,6.50%,±0.8,5.10%,±1.0,9.80%,±0.7,33.20%,±1.3,33.00%,±2.2,,,,,,,
2015,Median (dollars),"2,939",±39,"2,375",±31,"1,528",±32,"1,303",±27,"1,445",±20,"2,531",±42,"2,568",±52,,,,,,,
2015,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2015,"Less than $20,000",2.60%,±0.4,2.30%,±0.5,2.70%,±0.5,5.60%,±1.2,5.20%,±0.6,1.70%,±0.4,1.10%,±0.5,,,,,,,
2015,Less than 20 percent,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.2,,,,,,,
2015,20 to 29 percent,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.2,0.00%,±0.1,0.00%,±0.1,0.00%,±0.2,,,,,,,
2015,30 percent or more,2.60%,±0.4,2.30%,±0.5,2.70%,±0.5,5.60%,±1.2,5.20%,±0.6,1.70%,±0.4,1.10%,±0.5,,,,,,,
2015,"$20,000 to $34,999",3.00%,±0.4,3.80%,±0.6,5.90%,±1.0,9.60%,±1.6,9.80%,±1.0,2.60%,±0.5,2.10%,±0.9,,,,,,,
2015,Less than 20 percent,0.00%,±0.1,0.00%,±0.1,0.20%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.1,0.00%,±0.2,,,,,,,
2015,20 to 29 percent,0.10%,±0.1,0.20%,±0.1,0.40%,±0.2,1.20%,±0.6,0.90%,±0.3,0.10%,±0.1,0.10%,±0.1,,,,,,,
2015,30 percent or more,2.90%,±0.4,3.60%,±0.6,5.40%,±1.0,8.40%,±1.4,8.90%,±0.9,2.40%,±0.5,2.10%,±0.9,,,,,,,
2015,"$35,000 to $49,999",4.40%,±0.6,5.10%,±0.8,8.80%,±1.2,13.30%,±1.7,11.00%,±1.0,3.90%,±0.7,3.70%,±1.1,,,,,,,
2015,Less than 20 percent,0.10%,±0.1,0.10%,±0.1,0.50%,±0.2,1.00%,±0.4,0.80%,±0.3,0.00%,±0.1,0.50%,±0.7,,,,,,,
2015,20 to 29 percent,0.40%,±0.2,0.30%,±0.1,3.30%,±0.8,4.40%,±1.1,2.80%,±0.4,0.20%,±0.1,0.10%,±0.2,,,,,,,
2015,30 percent or more,3.90%,±0.6,4.70%,±0.8,5.00%,±0.9,8.00%,±1.2,7.40%,±0.8,3.60%,±0.6,3.10%,±1.0,,,,,,,
2015,"$50,000 to $74,999",8.90%,±0.8,10.30%,±1.2,17.40%,±1.5,21.30%,±2.0,19.40%,±1.3,8.60%,±0.9,7.70%,±1.3,,,,,,,
2015,Less than 20 percent,0.60%,±0.2,0.80%,±0.3,3.30%,±0.6,7.00%,±1.3,3.90%,±0.4,0.70%,±0.3,0.40%,±0.3,,,,,,,
2015,20 to 29 percent,1.40%,±0.3,2.10%,±0.5,9.20%,±1.2,10.60%,±1.7,9.60%,±0.8,1.90%,±0.5,1.70%,±0.7,,,,,,,
2015,30 percent or more,6.90%,±0.7,7.30%,±1.1,4.90%,±0.8,3.60%,±0.7,5.90%,±0.8,6.00%,±0.7,5.60%,±1.1,,,,,,,
2015,"$75,000 or more",80.60%,±1.1,78.20%,±1.4,64.90%,±1.6,49.40%,±2.4,54.10%,±1.6,82.80%,±1.2,84.90%,±1.9,,,,,,,
2015,Less than 20 percent,35.00%,±1.2,43.50%,±1.5,46.60%,±1.8,36.50%,±2.5,36.90%,±1.4,43.80%,±1.5,43.90%,±2.2,,,,,,,
2015,20 to 29 percent,26.90%,±1.3,24.10%,±1.3,15.10%,±1.3,10.10%,±1.3,13.10%,±1.1,26.30%,±1.3,30.50%,±2.3,,,,,,,
2015,30 percent or more,18.70%,±1.0,10.70%,±1.0,3.20%,±0.6,2.80%,±0.8,4.20%,±0.5,12.70%,±0.9,10.50%,±1.8,,,,,,,
2015,Zero or negative income,0.50%,±0.2,0.20%,±0.1,0.30%,±0.2,0.70%,±0.5,0.50%,±0.2,0.40%,±0.2,0.40%,±0.3,,,,,,,
2015,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2015,Less than $800,1.20%,±0.3,2.10%,±0.4,4.70%,±0.8,6.00%,±1.0,5.90%,±0.7,1.50%,±0.4,2.30%,±0.8,,,,,,,
2015,"$800 to $1,499",3.20%,±0.4,5.20%,±0.6,21.70%,±1.4,33.10%,±2.4,12.00%,±0.9,2.90%,±0.5,3.30%,±0.9,,,,,,,
2015,"$1,500 or more",94.50%,±0.6,91.50%,±0.9,72.90%,±1.5,58.80%,±2.3,78.60%,±1.1,94.30%,±0.7,93.30%,±1.3,,,,,,,
2015,No real estate taxes paid,1.10%,±0.3,1.20%,±0.4,0.70%,±0.3,2.10%,±0.6,3.50%,±0.5,1.30%,±0.4,1.10%,±0.6,,,,,,,
2015,Median (dollars),"6,785",±94,"4,231",±105,"2,217",±63,"1,720",±47,"3,282",±76,"5,268",±106,"5,311","±124Ã¯»¿""Label (Grouping)""",,,,,,,
2015,Owner-occupied housing units without a mortgage,"102,471","58,419","54,716","43,241","168,116","58,129","12,837",,,,,,,,,,,,,,
2015,VALUE,,,,,,,,,,,,,,,,,,,,,
2015,"Less than $50,000",3.40%,1.60%,9.70%,4.70%,11.10%,2.30%,2.10%,,,,,,,,,,,,,,
2015,"$50,000 to $99,999",4.90%,2.00%,5.70%,10.30%,26.50%,0.80%,4.60%,,,,,,,,,,,,,,
2015,"$100,000 to $199,999",4.60%,6.60%,23.20%,38.50%,33.30%,3.20%,7.10%,,,,,,,,,,,,,,
2015,"$200,000 to $299,999",2.30%,9.60%,23.90%,20.40%,11.20%,5.40%,11.80%,,,,,,,,,,,,,,
2015,"$300,000 to $499,999",8.10%,34.30%,27.10%,13.10%,8.50%,31.60%,36.80%,,,,,,,,,,,,,,
2015,"$500,000 to $749,999",20.80%,24.10%,6.90%,7.50%,3.80%,35.70%,23.90%,,,,,,,,,,,,,,
2015,"$750,000 to $999,999",19.70%,11.40%,2.00%,2.80%,2.10%,11.90%,7.80%,,,,,,,,,,,,,,
2015,"$1,000,000 or more",36.20%,10.40%,1.50%,2.80%,3.60%,9.10%,5.80%,,,,,,,,,,,,,,
2015,Median (dollars),"824,800","476,800","251,400","189,000","123,500","547,600","436,300",,,,,,,,,,,,,,
2015,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2015,"Less than $10,000",3.90%,3.00%,2.30%,4.30%,4.40%,2.30%,4.80%,,,,,,,,,,,,,,
2015,"$10,000 to $24,999",10.80%,7.80%,11.30%,16.70%,15.60%,6.40%,10.10%,,,,,,,,,,,,,,
2015,"$25,000 to $34,999",7.70%,6.40%,10.90%,10.50%,9.40%,4.10%,3.00%,,,,,,,,,,,,,,
2015,"$35,000 to $49,999",10.20%,7.60%,12.70%,14.30%,15.80%,8.60%,5.70%,,,,,,,,,,,,,,
2015,"$50,000 to $74,999",13.80%,12.90%,16.80%,17.30%,17.60%,12.10%,13.90%,,,,,,,,,,,,,,
2015,"$75,000 to $99,999",10.90%,12.30%,11.50%,12.20%,11.40%,13.00%,13.60%,,,,,,,,,,,,,,
2015,"$100,000 to $149,999",15.30%,17.10%,15.10%,11.50%,12.50%,20.70%,16.80%,,,,,,,,,,,,,,
2015,"$150,000 or more",27.40%,32.80%,19.50%,13.10%,13.30%,32.80%,32.10%,,,,,,,,,,,,,,
2015,Median household income (dollars),"81,579","99,871","69,447","56,090","55,920","105,459","96,472",,,,,,,,,,,,,,
2015,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2015,Less than 2.0,10.00%,15.00%,28.30%,27.30%,43.80%,11.20%,18.60%,,,,,,,,,,,,,,
2015,2.0 to 2.9,6.60%,17.30%,22.50%,19.30%,18.00%,13.60%,16.10%,,,,,,,,,,,,,,
2015,3.0 to 3.9,6.60%,14.70%,13.40%,11.80%,10.30%,15.70%,14.60%,,,,,,,,,,,,,,
2015,4.0 or more,75.80%,51.50%,35.10%,40.30%,26.60%,59.10%,50.00%,,,,,,,,,,,,,,
2015,Not computed,1.10%,1.50%,0.70%,1.30%,1.30%,0.30%,0.60%,,,,,,,,,,,,,,
2015,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2015,Less than $200,4.10%,2.60%,3.20%,4.00%,4.50%,1.60%,2.50%,,,,,,,,,,,,,,
2015,$200 to $399,16.60%,6.50%,25.10%,30.60%,24.10%,4.00%,9.70%,,,,,,,,,,,,,,
2015,$400 to $599,20.20%,21.00%,41.90%,35.40%,27.90%,16.90%,22.10%,,,,,,,,,,,,,,
2015,$600 to $999,33.40%,42.20%,24.80%,21.20%,28.30%,52.70%,39.00%,,,,,,,,,,,,,,
2015,"$1,000 to $1,299",14.10%,14.40%,3.00%,5.20%,5.90%,13.00%,14.80%,,,,,,,,,,,,,,
2015,"$1,300 to $1,499",3.60%,5.40%,1.30%,0.70%,2.40%,3.60%,4.90%,,,,,,,,,,,,,,
2015,"$1,500 or more",8.10%,7.90%,0.70%,2.90%,6.90%,8.20%,7.10%,,,,,,,,,,,,,,
2015,Median (dollars),683,757,492,470,552,801,725,,,,,,,,,,,,,,
2015,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2015,"Less than $20,000",9.40%,5.40%,9.70%,14.00%,12.50%,6.60%,8.80%,,,,,,,,,,,,,,
2015,Less than 20 percent,0.90%,0.40%,1.10%,2.70%,1.70%,0.90%,0.00%,,,,,,,,,,,,,,
2015,20 to 29 percent,0.70%,0.50%,0.90%,2.90%,2.90%,0.40%,1.60%,,,,,,,,,,,,,,
2015,30 percent or more,7.90%,4.50%,7.60%,8.30%,7.90%,5.30%,7.20%,,,,,,,,,,,,,,
2015,"$20,000 to $34,999",11.90%,10.30%,14.10%,16.20%,15.50%,5.90%,8.50%,,,,,,,,,,,,,,
2015,Less than 20 percent,5.50%,2.20%,9.20%,7.90%,8.00%,0.90%,0.70%,,,,,,,,,,,,,,
2015,20 to 29 percent,2.40%,2.40%,3.30%,6.20%,4.60%,1.90%,1.80%,,,,,,,,,,,,,,
2015,30 percent or more,4.00%,5.70%,1.70%,2.00%,2.90%,3.10%,5.90%,,,,,,,,,,,,,,
2015,"$35,000 to $49,999",10.20%,7.60%,12.70%,14.30%,15.80%,8.60%,5.70%,,,,,,,,,,,,,,
2015,Less than 20 percent,6.80%,3.40%,10.60%,12.30%,12.30%,3.50%,3.90%,,,,,,,,,,,,,,
2015,20 to 29 percent,2.20%,3.20%,2.00%,1.90%,2.60%,4.20%,1.90%,,,,,,,,,,,,,,
2015,30 percent or more,1.20%,1.00%,0.10%,0.10%,0.90%,0.90%,0.00%,,,,,,,,,,,,,,
2015,"$50,000 to $74,999",13.80%,12.90%,16.80%,17.30%,17.60%,12.10%,13.90%,,,,,,,,,,,,,,
2015,Less than 20 percent,10.90%,9.70%,16.30%,16.50%,16.40%,10.20%,10.80%,,,,,,,,,,,,,,
