Label (Grouping),"Santa Clara County, California!!Occupied housing units!!Estimate","Santa Clara County, California!!Owner-occupied housing units!!Estimate","Santa Clara County, California!!Renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Occupied housing units!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Renter-occupied housing units!!Estimate","Wake County, North Carolina!!Occupied housing units!!Estimate","Wake County, North Carolina!!Owner-occupied housing units!!Estimate","Wake County, North Carolina!!Renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Occupied housing units!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Renter-occupied housing units!!Estimate","Dallas County, Texas!!Occupied housing units!!Estimate","Dallas County, Texas!!Owner-occupied housing units!!Estimate","Dallas County, Texas!!Renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Occupied housing units!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Occupied housing units!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Renter-occupied housing units!!Estimate",Year,Data Type,"Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate","Santa Clara County, California!!Percent","Montgomery County, Maryland!!Percent","Wake County, North Carolina!!Percent","Davidson County, Tennessee!!Percent","Dallas County, Texas!!Percent","Fairfax County, Virginia!!Percent","Loudoun County, Virginia!!Percent","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Total!!Estimate","Santa Clara County, California!!Mean income (dollars)!!Estimate","Montgomery County, Maryland!!Total!!Estimate","Montgomery County, Maryland!!Mean income (dollars)!!Estimate","Wake County, North Carolina!!Total!!Estimate","Wake County, North Carolina!!Mean income (dollars)!!Estimate","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Mean income (dollars)!!Estimate","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Mean income (dollars)!!Estimate","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Mean income (dollars)!!Estimate","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Mean income (dollars)!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Margin of Error","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Margin of Error","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Margin of Error","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Margin of Error","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Santa Clara County, California!!Owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Montgomery County, Maryland!!Number!!Estimate","Montgomery County, Maryland!!Percent Distribution!!Estimate","Wake County, North Carolina!!Number!!Estimate","Wake County, North Carolina!!Percent Distribution!!Estimate","Davidson County, Tennessee!!Number!!Estimate","Davidson County, Tennessee!!Percent Distribution!!Estimate","Dallas County, Texas!!Number!!Estimate","Dallas County, Texas!!Percent Distribution!!Estimate","Fairfax County, Virginia!!Number!!Estimate","Fairfax County, Virginia!!Percent Distribution!!Estimate","Loudoun County, Virginia!!Number!!Estimate","Loudoun County, Virginia!!Percent Distribution!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent occupied housing units!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units!!Estimate","Santa Clara County, California!!Percent renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent occupied housing units!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent renter-occupied housing units!!Estimate","Wake County, North Carolina!!Percent occupied housing units!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units!!Estimate","Wake County, North Carolina!!Percent renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent occupied housing units!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent renter-occupied housing units!!Estimate","Dallas County, Texas!!Percent occupied housing units!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units!!Estimate","Dallas County, Texas!!Percent renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent occupied housing units!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent occupied housing units!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent renter-occupied housing units!!Estimate","Santa Clara County, California!!Married-couple family household!!Estimate","Santa Clara County, California!!Male householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Female householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Nonfamily household!!Estimate","Montgomery County, Maryland!!Married-couple family household!!Estimate","Montgomery County, Maryland!!Male householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Female householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Nonfamily household!!Estimate","Wake County, North Carolina!!Married-couple family household!!Estimate","Wake County, North Carolina!!Male householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Female householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Nonfamily household!!Estimate","Davidson County, Tennessee!!Married-couple family household!!Estimate","Davidson County, Tennessee!!Male householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Female householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Nonfamily household!!Estimate","Dallas County, Texas!!Married-couple family household!!Estimate","Dallas County, Texas!!Male householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Female householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Nonfamily household!!Estimate","Fairfax County, Virginia!!Married-couple family household!!Estimate","Fairfax County, Virginia!!Male householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Female householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Nonfamily household!!Estimate","Loudoun County, Virginia!!Married-couple family household!!Estimate","Loudoun County, Virginia!!Male householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Female householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Nonfamily household!!Estimate"
                Employed,,,,,,,,,,,,,,,,,,,,,,2020,economics,"1,003,304","559,029","579,420","383,444","1,315,440","611,782","220,064",64.7%,67.2%,67.3%,68.4%,65.4%,67.3%,72.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Unemployed,,,,,,,,,,,,,,,,,,,,,,2020,economics,"44,527","27,203","25,352","18,929","69,546","25,836","8,131",2.9%,3.3%,2.9%,3.4%,3.5%,2.8%,2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Armed Forces,,,,,,,,,,,,,,,,,,,,,,2020,economics,953,"3,646","1,072",557,"1,013","11,282","1,496",0.1%,0.4%,0.1%,0.1%,0.1%,1.2%,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Not in labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"500,869","241,448","254,638","157,815","625,054","259,490","74,896",32.3%,29.0%,29.6%,28.1%,31.1%,28.6%,24.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Civilian labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"1,047,831","586,232","604,772","402,373","1,384,986","637,618","228,195","1,047,831","586,232","604,772","402,373","1,384,986","637,618","228,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Unemployment Rate,,,,,,,,,,,,,,,,,,,,,,2020,economics,(X),(X),(X),(X),(X),(X),(X),4.2%,4.6%,4.2%,4.7%,5.0%,4.1%,3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Females 16 years and over,,,,,,,,,,,,,,,,,,,,,,2020,economics,"766,968","435,384","446,512","293,802","1,029,475","461,536","154,577","766,968","435,384","446,512","293,802","1,029,475","461,536","154,577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        In labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"464,571","286,766","288,978","198,208","639,328","301,664","105,603",60.6%,65.9%,64.7%,67.5%,62.1%,65.4%,68.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Civilian labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"464,370","285,501","288,886","198,056","639,093","299,415","105,386",60.5%,65.6%,64.7%,67.4%,62.1%,64.9%,68.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Employed,,,,,,,,,,,,,,,,,,,,,,2020,economics,"442,749","271,757","276,513","188,586","603,070","286,291","101,544",57.7%,62.4%,61.9%,64.2%,58.6%,62.0%,65.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Own children of the householder under 6 years,,,,,,,,,,,,,,,,,,,,,,2020,economics,"132,352","74,523","80,691","51,147","223,743","86,411","33,774","132,352","74,523","80,691","51,147","223,743","86,411","33,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        All parents in family in labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"85,071","55,762","53,713","36,156","139,926","58,556","22,539",64.3%,74.8%,66.6%,70.7%,62.5%,67.8%,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Own children of the householder 6 to 17 years,,,,,,,,,,,,,,,,,,,,,,2020,economics,"275,573","161,228","171,932","83,639","431,526","174,719","76,569","275,573","161,228","171,932","83,639","431,526","174,719","76,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        All parents in family in labor force,,,,,,,,,,,,,,,,,,,,,,2020,economics,"192,190","127,335","125,267","61,444","287,449","127,017","58,179",69.7%,79.0%,72.9%,73.5%,66.6%,72.7%,76.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUTING TO WORK,,,,,,,,,,,,,,,,,,,,,,2020,economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Workers 16 years and over,,,,,,,,,,,,,,,,,,,,,,2020,economics,"972,577","549,986","571,037","375,969","1,290,633","613,051","217,308","972,577","549,986","571,037","375,969","1,290,633","613,051","217,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Car, truck, or van -- drove alone",,,,,,,,,,,,,,,,,,,,,,2020,economics,"690,759","344,196","432,208","283,938","986,750","409,743","156,766",71.0%,62.6%,75.7%,75.5%,76.5%,66.8%,72.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Car, truck, or van -- carpooled",,,,,,,,,,,,,,,,,,,,,,2020,economics,"98,865","50,267","42,541","34,034","142,601","57,251","18,745",10.2%,9.1%,7.4%,9.1%,11.0%,9.3%,8.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Public transportation (excluding taxicab),,,,,,,,,,,,,,,,,,,,,,2020,economics,"39,110","71,739","5,652","7,034","29,697","52,408","6,319",4.0%,13.0%,1.0%,1.9%,2.3%,8.5%,2.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Walked,,,,,,,,,,,,,,,,,,,,,,2020,economics,"20,559","11,439","6,800","8,493","20,044","10,547","3,173",2.1%,2.1%,1.2%,2.3%,1.6%,1.7%,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Other means,,,,,,,,,,,,,,,,,,,,,,2020,economics,"28,590","9,615","7,912","5,302","18,053","11,120","3,148",2.9%,1.7%,1.4%,1.4%,1.4%,1.8%,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Worked from home,,,,,,,,,,,,,,,,,,,,,,2020,economics,"94,694","62,730","75,924","37,168","93,488","71,982","29,157",9.7%,11.4%,13.3%,9.9%,7.2%,11.7%,13.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Mean travel time to work (minutes),,,,,,,,,,,,,,,,,,,,,,2020,economics,29.2,34.4,25.6,25.3,27.6,32.1,34.3,(X),(X),(X),(X),(X),(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCUPATION,,,,,,,,,,,,,,,,,,,,,,2020,economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Civilian employed population 16 years and over,,,,,,,,,,,,,,,,,,,,,,2020,economics,"1,003,304","559,029","579,420","383,444","1,315,440","611,782","220,064","1,003,304","559,029","579,420","383,444","1,315,440","611,782","220,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Management, business, science, and arts occupations",,,,,,,,,,,,,,,,,,,,,,2020,economics,"557,191","320,180","309,554","170,940","480,246","360,066","131,832",55.5%,57.3%,53.4%,44.6%,36.5%,58.9%,59.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Service occupations,,,,,,,,,,,,,,,,,,,,,,2020,economics,"143,895","82,859","73,620","59,561","218,849","88,671","28,217",14.3%,14.8%,12.7%,15.5%,16.6%,14.5%,12.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Sales and office occupations,,,,,,,,,,,,,,,,,,,,,,2020,economics,"164,306","91,947","121,006","81,666","287,903","98,762","39,460",16.4%,16.4%,20.9%,21.3%,21.9%,16.1%,17.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,,,,,,,2020,economics,"57,949","31,763","31,914","25,310","151,245","31,547","9,337",5.8%,5.7%,5.5%,6.6%,11.5%,5.2%,4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,,,,,,,2020,economics,"79,963","32,280","43,326","45,967","177,197","32,736","11,218",8.0%,5.8%,7.5%,12.0%,13.5%,5.4%,5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY,,,,,,,,,,,,,,,,,,,,,,2020,economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Civilian employed population 16 years and over,,,,,,,,,,,,,,,,,,,,,,2020,economics,"1,003,304","559,029","579,420","383,444","1,315,440","611,782","220,064","1,003,304","559,029","579,420","383,444","1,315,440","611,782","220,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Agriculture, forestry, fishing and hunting, and mining",,,,,,,,,,,,,,,,,,,,,,2020,economics,"5,044","1,317","2,382",725,"7,820",703,"1,322",0.5%,0.2%,0.4%,0.2%,0.6%,0.1%,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Construction,,,,,,,,,,,,,,,,,,,,,,2020,economics,"50,268","33,475","32,876","23,539","135,363","33,464","10,620",5.0%,6.0%,5.7%,6.1%,10.3%,5.5%,4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Manufacturing,,,,,,,,,,,,,,,,,,,,,,2020,economics,"162,151","16,384","48,668","27,131","106,752","15,931","9,321",16.2%,2.9%,8.4%,7.1%,8.1%,2.6%,4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Wholesale trade,,,,,,,,,,,,,,,,,,,,,,2020,economics,"19,020","6,564","13,689","9,206","40,887","5,799","2,562",1.9%,1.2%,2.4%,2.4%,3.1%,0.9%,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Retail trade,,,,,,,,,,,,,,,,,,,,,,2020,economics,"82,880","43,221","54,326","39,671","140,723","45,262","17,242",8.3%,7.7%,9.4%,10.3%,10.7%,7.4%,7.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Transportation and warehousing, and utilities",,,,,,,,,,,,,,,,,,,,,,2020,economics,"29,377","16,304","22,475","20,329","88,141","20,110","7,993",2.9%,2.9%,3.9%,5.3%,6.7%,3.3%,3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Information,,,,,,,,,,,,,,,,,,,,,,2020,economics,"52,108","14,398","17,164","11,970","27,049","16,103","8,007",5.2%,2.6%,3.0%,3.1%,2.1%,2.6%,3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Finance and insurance, and real estate and rental and leasing",,,,,,,,,,,,,,,,,,,,,,2020,economics,"45,874","35,583","48,790","27,280","116,857","42,733","16,743",4.6%,6.4%,8.4%,7.1%,8.9%,7.0%,7.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Professional, scientific, and management, and administrative and waste management services",,,,,,,,,,,,,,,,,,,,,,2020,economics,"220,379","121,390","118,758","53,005","193,961","158,461","64,129",22.0%,21.7%,20.5%,13.8%,14.7%,25.9%,29.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Educational services, and health care and social assistance",,,,,,,,,,,,,,,,,,,,,,2020,economics,"192,881","122,136","120,044","90,727","240,917","110,387","37,716",19.2%,21.8%,20.7%,23.7%,18.3%,18.0%,17.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Arts, entertainment, and recreation, and accommodation and food services",,,,,,,,,,,,,,,,,,,,,,2020,economics,"80,222","45,550","49,450","46,643","120,382","52,833","16,814",8.0%,8.1%,8.5%,12.2%,9.2%,8.6%,7.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Other services, except public administration",,,,,,,,,,,,,,,,,,,,,,2020,economics,"38,782","39,268","25,536","18,740","66,535","39,275","10,239",3.9%,7.0%,4.4%,4.9%,5.1%,6.4%,4.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Public administration,,,,,,,,,,,,,,,,,,,,,,2020,economics,"24,318","63,439","25,262","14,478","30,053","70,721","17,356",2.4%,11.3%,4.4%,3.8%,2.3%,11.6%,7.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLASS OF WORKER,,,,,,,,,,,,,,,,,,,,,,2020,economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
