label_grouping,value,county,metric
        Built 1960 to 1969,6.4%,wake_county_north_carolinapercent,Unknown
        Built 1950 to 1959,3.6%,wake_county_north_carolinapercent,Unknown
        Built 1940 to 1949,1.4%,wake_county_north_carolinapercent,Unknown
        Built 1939 or earlier,2.1%,wake_county_north_carolinapercent,Unknown
ROOMS,,wake_county_north_carolinapercent,Unknown
    Total housing units,"411,470",wake_county_north_carolinapercent,Unknown
        1 room,1.2%,wake_county_north_carolinapercent,Unknown
        2 rooms,3.1%,wake_county_north_carolinapercent,Unknown
        3 rooms,7.7%,wake_county_north_carolinapercent,Unknown
        4 rooms,14.3%,wake_county_north_carolinapercent,Unknown
        5 rooms,17.3%,wake_county_north_carolinapercent,Unknown
        6 rooms,15.0%,wake_county_north_carolinapercent,Unknown
        7 rooms,12.4%,wake_county_north_carolinapercent,Unknown
        8 rooms,9.9%,wake_county_north_carolinapercent,Unknown
        9 rooms or more,19.0%,wake_county_north_carolinapercent,Unknown
        Median rooms,(X),wake_county_north_carolinapercent,Unknown
BEDROOMS,,wake_county_north_carolinapercent,Unknown
    Total housing units,"411,470",wake_county_north_carolinapercent,Unknown
        No bedroom,1.3%,wake_county_north_carolinapercent,Unknown
        1 bedroom,9.5%,wake_county_north_carolinapercent,Unknown
        2 bedrooms,21.8%,wake_county_north_carolinapercent,Unknown
        3 bedrooms,39.0%,wake_county_north_carolinapercent,Unknown
        4 bedrooms,22.4%,wake_county_north_carolinapercent,Unknown
        5 or more bedrooms,6.1%,wake_county_north_carolinapercent,Unknown
HOUSING TENURE,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        Owner-occupied,62.8%,wake_county_north_carolinapercent,Unknown
        Renter-occupied,37.2%,wake_county_north_carolinapercent,Unknown
    Average household size of owner-occupied unit,(X),wake_county_north_carolinapercent,Unknown
    Average household size of renter-occupied unit,(X),wake_county_north_carolinapercent,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        Moved in 2015 or later,9.1%,wake_county_north_carolinapercent,Unknown
        Moved in 2010 to 2014,41.9%,wake_county_north_carolinapercent,Unknown
        Moved in 2000 to 2009,30.0%,wake_county_north_carolinapercent,Unknown
        Moved in 1990 to 1999,11.7%,wake_county_north_carolinapercent,Unknown
        Moved in 1980 to 1989,3.8%,wake_county_north_carolinapercent,Unknown
        Moved in 1979 and earlier,3.5%,wake_county_north_carolinapercent,Unknown
VEHICLES AVAILABLE,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        No vehicles available,4.1%,wake_county_north_carolinapercent,Unknown
        1 vehicle available,30.5%,wake_county_north_carolinapercent,Unknown
        2 vehicles available,44.9%,wake_county_north_carolinapercent,Unknown
        3 or more vehicles available,20.5%,wake_county_north_carolinapercent,Unknown
HOUSE HEATING FUEL,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        Utility gas,41.7%,wake_county_north_carolinapercent,Unknown
"        Bottled, tank, or LP gas",3.4%,wake_county_north_carolinapercent,Unknown
        Electricity,54.0%,wake_county_north_carolinapercent,Unknown
"        Fuel oil, kerosene, etc.",0.3%,wake_county_north_carolinapercent,Unknown
        Coal or coke,0.0%,wake_county_north_carolinapercent,Unknown
        Wood,0.3%,wake_county_north_carolinapercent,Unknown
        Solar energy,0.0%,wake_county_north_carolinapercent,Unknown
        Other fuel,0.1%,wake_county_north_carolinapercent,Unknown
        No fuel used,0.1%,wake_county_north_carolinapercent,Unknown
SELECTED CHARACTERISTICS,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        Lacking complete plumbing facilities,0.3%,wake_county_north_carolinapercent,Unknown
        Lacking complete kitchen facilities,0.4%,wake_county_north_carolinapercent,Unknown
        No telephone service available,1.8%,wake_county_north_carolinapercent,Unknown
OCCUPANTS PER ROOM,,wake_county_north_carolinapercent,Unknown
    Occupied housing units,"382,638",wake_county_north_carolinapercent,Unknown
        1.00 or less,97.8%,wake_county_north_carolinapercent,Unknown
        1.01 to 1.50,1.5%,wake_county_north_carolinapercent,Unknown
        1.51 or more,0.6%,wake_county_north_carolinapercent,Unknown
VALUE,,wake_county_north_carolinapercent,Unknown
    Owner-occupied units,"240,335",wake_county_north_carolinapercent,Unknown
"        Less than $50,000",3.0%,wake_county_north_carolinapercent,Unknown
"        $50,000 to $99,999",3.5%,wake_county_north_carolinapercent,Unknown
"        $100,000 to $149,999",12.2%,wake_county_north_carolinapercent,Unknown
"        $150,000 to $199,999",17.1%,wake_county_north_carolinapercent,Unknown
"        $200,000 to $299,999",26.5%,wake_county_north_carolinapercent,Unknown
"        $300,000 to $499,999",27.6%,wake_county_north_carolinapercent,Unknown
"        $500,000 to $999,999",8.8%,wake_county_north_carolinapercent,Unknown
"        $1,000,000 or more",1.3%,wake_county_north_carolinapercent,Unknown
        Median (dollars),(X),wake_county_north_carolinapercent,Unknown
MORTGAGE STATUS,,wake_county_north_carolinapercent,Unknown
    Owner-occupied units,"240,335",wake_county_north_carolinapercent,Unknown
        Housing units with a mortgage,77.2%,wake_county_north_carolinapercent,Unknown
        Housing units without a mortgage,22.8%,wake_county_north_carolinapercent,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,wake_county_north_carolinapercent,Unknown
    Housing units with a mortgage,"185,619",wake_county_north_carolinapercent,Unknown
        Less than $500,0.6%,wake_county_north_carolinapercent,Unknown
        $500 to $999,14.4%,wake_county_north_carolinapercent,Unknown
"        $1,000 to $1,499",33.4%,wake_county_north_carolinapercent,Unknown
"        $1,500 to $1,999",24.7%,wake_county_north_carolinapercent,Unknown
"        $2,000 to $2,499",12.7%,wake_county_north_carolinapercent,Unknown
"        $2,500 to $2,999",7.7%,wake_county_north_carolinapercent,Unknown
"        $3,000 or more",6.5%,wake_county_north_carolinapercent,Unknown
        Median (dollars),(X),wake_county_north_carolinapercent,Unknown
    Housing units without a mortgage,"54,716",wake_county_north_carolinapercent,Unknown
        Less than $250,5.7%,wake_county_north_carolinapercent,Unknown
        $250 to $399,22.6%,wake_county_north_carolinapercent,Unknown
        $400 to $599,41.9%,wake_county_north_carolinapercent,Unknown
        $600 to $799,17.8%,wake_county_north_carolinapercent,Unknown
        $800 to $999,7.0%,wake_county_north_carolinapercent,Unknown
"        $1,000 or more",5.0%,wake_county_north_carolinapercent,Unknown
        Median (dollars),(X),wake_county_north_carolinapercent,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,wake_county_north_carolinapercent,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"185,001",wake_county_north_carolinapercent,Unknown
        Less than 20.0 percent,50.7%,wake_county_north_carolinapercent,Unknown
        20.0 to 24.9 percent,16.8%,wake_county_north_carolinapercent,Unknown
        25.0 to 29.9 percent,11.2%,wake_county_north_carolinapercent,Unknown
        30.0 to 34.9 percent,6.5%,wake_county_north_carolinapercent,Unknown
        35.0 percent or more,14.8%,wake_county_north_carolinapercent,Unknown
    Not computed,(X),wake_county_north_carolinapercent,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"54,314",wake_county_north_carolinapercent,Unknown
        Less than 10.0 percent,55.3%,wake_county_north_carolinapercent,Unknown
        10.0 to 14.9 percent,18.2%,wake_county_north_carolinapercent,Unknown
        15.0 to 19.9 percent,10.2%,wake_county_north_carolinapercent,Unknown
        20.0 to 24.9 percent,4.5%,wake_county_north_carolinapercent,Unknown
        25.0 to 29.9 percent,2.3%,wake_county_north_carolinapercent,Unknown
        30.0 to 34.9 percent,2.5%,wake_county_north_carolinapercent,Unknown
        35.0 percent or more,7.1%,wake_county_north_carolinapercent,Unknown
    Not computed,(X),wake_county_north_carolinapercent,Unknown
GROSS RENT,,wake_county_north_carolinapercent,Unknown
    Occupied units paying rent,"138,709",wake_county_north_carolinapercent,Unknown
        Less than $500,4.5%,wake_county_north_carolinapercent,Unknown
        $500 to $999,46.3%,wake_county_north_carolinapercent,Unknown
"        $1,000 to $1,499",36.4%,wake_county_north_carolinapercent,Unknown
"        $1,500 to $1,999",9.4%,wake_county_north_carolinapercent,Unknown
"        $2,000 to $2,499",2.5%,wake_county_north_carolinapercent,Unknown
"        $2,500 to $2,999",0.5%,wake_county_north_carolinapercent,Unknown
"        $3,000 or more",0.5%,wake_county_north_carolinapercent,Unknown
        Median (dollars),(X),wake_county_north_carolinapercent,Unknown
    No rent paid,(X),wake_county_north_carolinapercent,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,wake_county_north_carolinapercent,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"137,219",wake_county_north_carolinapercent,Unknown
        Less than 15.0 percent,13.3%,wake_county_north_carolinapercent,Unknown
        15.0 to 19.9 percent,16.0%,wake_county_north_carolinapercent,Unknown
        20.0 to 24.9 percent,12.3%,wake_county_north_carolinapercent,Unknown
        25.0 to 29.9 percent,13.9%,wake_county_north_carolinapercent,Unknown
        30.0 to 34.9 percent,10.2%,wake_county_north_carolinapercent,Unknown
        35.0 percent or more,34.3%,wake_county_north_carolinapercent,Unknown
    Not computed,(X),wake_county_north_carolinapercent,Unknown
HOUSING OCCUPANCY,,wake_county_north_carolinapercent_margin_of_error,Unknown
    Total housing units,(X),wake_county_north_carolinapercent_margin_of_error,Unknown
        Occupied housing units,±0.8,wake_county_north_carolinapercent_margin_of_error,Unknown
        Vacant housing units,±0.8,wake_county_north_carolinapercent_margin_of_error,Unknown
    Homeowner vacancy rate,(X),wake_county_north_carolinapercent_margin_of_error,Unknown
    Rental vacancy rate,(X),wake_county_north_carolinapercent_margin_of_error,Unknown
UNITS IN STRUCTURE,,wake_county_north_carolinapercent_margin_of_error,Unknown
    Total housing units,(X),wake_county_north_carolinapercent_margin_of_error,Unknown
"        1-unit, detached",±1.2,wake_county_north_carolinapercent_margin_of_error,Unknown
"        1-unit, attached",±0.8,wake_county_north_carolinapercent_margin_of_error,Unknown
        2 units,±0.3,wake_county_north_carolinapercent_margin_of_error,Unknown
        3 or 4 units,±0.4,wake_county_north_carolinapercent_margin_of_error,Unknown
        5 to 9 units,±0.6,wake_county_north_carolinapercent_margin_of_error,Unknown
        10 to 19 units,±0.8,wake_county_north_carolinapercent_margin_of_error,Unknown
